location_name,fips,val_2000,val_2001,val_2002,val_2003,val_2004,val_2005,val_2006,val_2007,val_2008,val_2009,val_2010,val_2011,val_2012,val_2013,val_2014,val_2015,val_2016,val_2017,val_2018,val_2019
Adams County (Iowa),19003.0,78.1159055602048,78.1954443773543,78.1077965643854,78.2207315522808,78.6648937623431,78.5810876347955,78.6912780260394,78.8928481593969,78.7982077911383,79.0801137656014,78.9686938759386,78.5901091418036,78.5568813594229,78.4608538212739,78.7576191165128,78.4113520535797,78.2562080838269,78.262211852725,78.5578108774677,78.7718115839805
Adams County (Mississippi),28001.0,73.2108921493223,73.2251595044234,73.1187719563496,73.1663330437622,73.4401298344072,73.3744445747573,73.458857555509,73.5834565698876,73.6359898831018,73.7691798478038,73.8131340680649,73.5608358582259,73.6887819471518,73.7096770182921,73.7175853333348,73.4405717085429,73.2675917348324,73.0608562882492,73.3521855674145,73.466291061777
Adams County (Nebraska),31001.0,79.0252897624765,79.0342740659203,78.9088323835336,78.9275474046306,79.2213906292912,79.0471305213354,79.1971213765889,79.3046804775556,79.2543264228339,79.5839652346563,79.5229406747464,79.3284523554172,79.4740321918779,79.5139882200684,79.3196479338421,79.0853002917545,79.0525155123409,79.0721996526937,79.2386803063934,79.3470547600106
Adams County (North Dakota),38001.0,77.4370663579134,77.4033403272424,77.4499157742748,77.5044560308881,77.843521806441,77.7466774166366,78.0216088487538,78.1868721431731,78.1459666134945,78.8979127491296,78.9073958091235,79.0560637177437,79.0355115576984,78.9234199822849,79.3278619951636,79.0738378777805,79.1182963150854,79.2359076234819,79.6132666817636,79.9474718012062
Adams County (Ohio),39001.0,73.5499466483768,73.6207188617671,73.5790032342056,73.7112479788001,74.0794086960035,73.9937419183843,74.1533367289171,74.399719392785,74.1953198739511,74.4602772170006,74.5091363957221,74.3863484268772,74.2240039979635,74.1398196922422,73.8610388883014,73.6554564248194,73.401722512918,73.2819116608333,73.3002420570587,73.2565760364034
Adams County (Pennsylvania),42001.0,77.7938231394496,77.9155598364525,77.9514734455314,78.0969848774769,78.4792693865272,78.4044586178628,78.7355691192018,78.9101960361669,78.8949017480314,79.3158645357966,79.4360140076639,79.5019200423473,79.6490113694166,79.62475575826,79.6629772488292,79.4498484683511,79.3439739437029,79.3166168617587,79.4439760611238,79.6024122446795
Adams County (Washington),53001.0,77.9294280589083,78.0385813742859,78.0672933891314,78.2073153107401,78.5807499569839,78.513073214485,78.7240010730989,78.9264444587788,78.8800203596362,79.1677364258529,79.1654586139109,79.2077386669312,79.2124919038911,79.1594250524961,79.2697109959837,79.1098323994072,79.0665304961728,79.01824127658,79.2607148789292,79.3760640790719
Adams County (Wisconsin),55001.0,76.6560874737283,76.8026355601513,76.8634321636784,77.0997145969625,77.5029043089687,77.5336281195166,77.7433255094819,77.9116629486728,77.7813460553798,78.1232250175684,78.3515420166765,78.1582751467281,78.1968645278439,78.1091042592307,78.0012324696746,77.7349806791721,77.5952100711906,77.5203182294726,77.5832706079585,77.9421839583265
Addison County (Vermont),50001.0,78.8338925992662,79.0070409262227,79.0732020488748,79.2764411503296,79.7102835571735,79.7549018542767,80.0142370768434,80.2488571898605,80.277908170116,80.6695517257031,80.6779288784694,80.7636501703106,80.7161961576866,80.6234770226498,80.7620806614883,80.6312369492868,80.6045965096076,80.5369719949627,80.8081103554108,80.9773068888416
Aiken County (South Carolina),45003.0,74.7222973896191,74.8812541281462,74.9377056232322,75.1425953420103,75.5886949646064,75.6335022470576,75.9634273160187,76.2105220577104,76.2479448663128,76.6504979132128,76.8666713052274,76.8070888593717,77.0462405096629,76.944742581927,76.9711907392308,76.6188937341031,76.426659455428,76.3850771063812,76.4776708182842,76.607420068589
Aitkin County (Minnesota),27001.0,78.3701951878973,78.4660215017678,78.5482918379848,78.7536873272351,79.1834857727895,79.2177272730567,79.4494514024667,79.6408435419387,79.5172326256104,79.8167687309001,79.8080009100895,79.686426575231,79.5257601624011,79.5321372193417,79.5296332306607,79.397166430693,79.4249949719765,79.2616833097267,79.3819179644346,79.6929884872945
Alabama,1.0,74.3534678623654,74.3501418356459,74.2390561446189,74.2941509834146,74.5863585106274,74.4601880260156,74.5985706899444,74.8003442809769,74.8700809174334,75.2062632823536,75.4159382462215,75.4096494872912,75.4852646748358,75.4910185548922,75.5227484879938,75.3480708745858,75.2644683342447,75.2444515075824,75.4555007461976,75.6350950457842
Alachua County (Florida),12001.0,76.4788523226632,76.642660386134,76.6885990980444,76.8795613238104,77.383265027298,77.315795897483,77.6279713671328,77.861985873927,78.2215366629793,78.5214174009783,78.7770539094047,78.7190716711292,78.8298810026242,78.7919425921797,78.8446436145488,78.574622542158,78.4485792222787,78.280773345389,78.4535602220354,78.4340931262536
Alamance County (North Carolina),37001.0,75.9912667361483,76.115400511505,76.1167792982474,76.2559489760034,76.6725379136831,76.6677087348008,76.8817345249022,77.1013451427184,77.1198854124648,77.5018768843295,77.601331992413,77.5418187696323,77.4616564859463,77.4351004189055,77.3360947856848,77.0446809949542,77.0685812118075,76.937809682991,77.0424953567661,77.1714560616226
Alameda County (California),6001.0,78.0438401411858,78.1865605771132,78.4247297875213,78.6812977937216,79.2121378010568,79.3325049452904,79.7501905425837,80.1709711947827,80.3619821765049,80.9282186450792,81.179941279127,81.3541379270535,81.5917114810884,81.7395666265102,81.9574601824784,81.911910001763,82.1501481156434,82.2321212212249,82.5117230510974,82.7575999201849
Alamosa County (Colorado),8003.0,76.3516128467779,76.4096505306788,76.3337325597622,76.3840932009229,76.6904378408789,76.5669993277353,76.733398843627,76.8544009292001,76.6899502231543,76.7618454324468,76.6963391081936,76.6214901715754,76.5253065439348,76.4616841387818,76.4520030136314,76.1823647359861,75.771887610673,75.8311324798402,75.9550396158801,75.8122663850422
Alaska,2.0,76.4225706096716,76.5728100339187,76.6315463532001,76.8105238159995,77.2490569067535,77.2870493943787,77.5743610765021,77.8138260129708,77.8883300157433,78.2233661356591,78.3101180218085,78.2360611665571,78.211341145271,78.2390351219249,78.4490776282812,78.374296414261,78.4523996990408,78.4589168470736,78.7945110829481,79.0768780491698
Albany County (New York),36001.0,77.4159189316745,77.6135395754849,77.7072576801006,77.9018726736364,78.3682277908013,78.4555765126053,78.7642580176666,79.0205413901552,79.2177098726001,79.5584955017802,79.7278114135693,79.8132629632286,79.87011038674,79.7701198593484,79.9874028129096,79.8002260975746,79.9139117072393,79.938072274582,80.0746725287212,80.2755635862936
Albany County (Wyoming),56001.0,78.2185225917656,78.4325514683594,78.5577705051185,78.8461315306638,79.3152784583706,79.362298722167,79.7172404518305,80.1451291495731,80.0076889223322,80.3785768079056,80.5067452351073,80.5882679942282,80.5021018605962,80.6336671563686,80.5302313826364,80.6009279265091,80.6844836693276,80.5534100061728,80.7755458798122,81.0657676503062
Albemarle County (Virginia),51003.0,78.4696482606925,78.730020920499,78.8401875859164,79.0682921216973,79.5932226094823,79.6949134177005,80.0700493729773,80.4287586576968,80.5829168079631,81.0297938158191,81.2546481359121,81.3195593651747,81.4359720882739,81.4298277167666,81.4004334540065,81.4003892359276,81.4234049969489,81.4325589160464,81.5702984003236,81.7333654190414
Alcona County (Michigan),26001.0,76.3851498309335,76.4468378965836,76.3916619714782,76.5571657259678,76.9383563633193,76.8866357164182,77.0796835552049,77.1864910219871,77.0838951848484,77.310795245509,77.4446753636894,77.2907046150617,77.3200714519536,77.232643823287,77.2047659540093,77.0387348069625,76.9319407105539,77.0052823950556,77.0691991239645,77.2527562046081
Alcorn County (Mississippi),28003.0,73.375316661802,73.4207019400073,73.4001650436478,73.5140249576173,73.8836300996847,73.8075239638768,74.0304739852846,74.2003580738608,74.0645788867171,74.2746555072675,74.4893066421003,74.278352438011,74.1770169943801,73.8843093434408,73.9484729304188,73.7692344323753,73.5386077134533,73.3505353393099,73.4465808381494,73.5396761606999
Aleutian Islands Census Area (Alaska),2010.0,79.591252745895,79.8523234626023,79.867053421826,80.1392998608481,80.6088856588196,80.6995114995735,81.0335391105992,81.244709445671,81.2895957043743,82.267443196726,82.6311532210158,82.8789590186837,83.2497136811526,83.5166512642875,83.6895218542177,83.6925973715872,83.9668552562973,84.1950647120622,84.54019994971,84.863880134356
Aleutians East Borough (Alaska),2013.0,79.591252745895,79.8523234626023,79.867053421826,80.1392998608481,80.6088856588196,80.6995114995735,81.0335391105992,81.244709445671,81.2895957043743,82.267443196726,82.6311532210158,82.8789590186837,83.2497136811526,83.5166512642875,83.6895218542177,83.6925973715872,83.9668552562973,84.1950647120622,84.54019994971,84.863880134356
Aleutians West Census Area (Alaska),2016.0,79.591252745895,79.8523234626023,79.867053421826,80.1392998608481,80.6088856588196,80.6995114995735,81.0335391105992,81.244709445671,81.2895957043743,82.267443196726,82.6311532210158,82.8789590186837,83.2497136811526,83.5166512642875,83.6895218542177,83.6925973715872,83.9668552562973,84.1950647120622,84.54019994971,84.863880134356
Alexander County (Illinois),17003.0,73.347339592408,73.3310269858718,73.211996713958,73.2967305035411,73.608279617527,73.4558248737128,73.67376653397,73.7290185787396,73.6171322915131,73.7862305524755,74.0838013699826,73.9083510623428,73.7575887141434,73.8632027969847,73.8961831756164,73.9454754329116,73.7694331519724,73.7122376024094,73.9462721371861,74.1333452633517
Alexander County (North Carolina),37003.0,76.1780435195324,76.2458994594006,76.1652905189353,76.2780145573415,76.6199268491336,76.5538230252354,76.7625104110811,76.9202187073017,76.8831418848411,77.0433815290743,77.1172018926839,77.0343593601535,77.1568637047297,77.2627613419192,77.1339856821498,76.8829711128533,76.9614797384164,76.9697723996716,77.1464278792671,77.4099841765528
Alexandria City (Virginia),51510.0,78.51619394631,78.6792099888712,78.9266840154727,79.1776903337599,79.7176682488678,79.8737500999885,80.4478665832741,80.8075409067589,81.1194189451027,81.5689282625628,81.9017970153486,82.1528257213062,82.3090800371826,82.4499517394938,82.7538463518252,82.7583951987529,82.9661850208233,83.2079253264305,83.5168839173615,83.874092227451
Alfalfa County (Oklahoma),40003.0,77.6667989106656,77.5751042878164,77.3449077799007,77.4284920291797,77.6299583362875,77.4016134729912,77.4693099162437,77.7055998329989,77.6748357660726,78.0123813170177,78.2013647538014,78.231969987637,78.213851413375,78.1697412559019,78.2136073209619,77.9279404278322,77.6896178605976,77.4455349796946,77.5014456351668,77.5698667646234
Alger County (Michigan),26003.0,77.2602037232484,77.4337361836447,77.4824583737094,77.6975659766753,78.16189849439,78.1673604314441,78.5652081268591,78.6928304445073,78.6807544490542,79.0544349911141,79.0869780305929,79.1045160332084,79.1341673499468,79.191950439696,79.2833038303992,78.9236146060328,78.7488225500506,78.6862012912841,78.7603619478094,78.8877171255446
Allamakee County (Iowa),19005.0,78.5392713432039,78.6309746894431,78.5837032540219,78.6853205687175,79.0513001045386,78.9699867040987,79.2378704692298,79.3243680128553,79.1516877106012,79.7293471794373,79.695632119616,79.5207285306683,79.7393992324402,79.6112710105108,79.5625913202787,79.3772269402399,79.2775063526061,79.1578888531795,79.2883641917331,79.3669401432937
Allegan County (Michigan),26005.0,77.0758540578478,77.2588942666621,77.325862028757,77.5188537335046,77.9575540282176,77.9746426224659,78.3120664800159,78.5112972697257,78.4040144673192,78.8436063889031,78.8190397714852,78.9189130335689,78.9814434610213,79.0451132538204,79.0058221684546,78.8491685962365,78.8291357558961,78.7975466026192,78.894665702009,79.0336929242968
Allegany County (Maryland),24001.0,76.1911264745699,76.2379397695025,76.1793558139253,76.2757333705867,76.6048743636086,76.4864016199956,76.6510249901688,76.8270570096464,76.8328879437678,77.0295924025599,77.1185284015627,77.0782291897489,77.0487566157738,76.9721303602,76.9653192979653,76.6694541409835,76.6519766208072,76.4574082090383,76.5733661716232,76.7249899777726
Allegany County (New York),36003.0,76.9559343865402,77.1099154187805,77.1857333314248,77.3626775993809,77.792371302605,77.8799816922609,78.1439488864436,78.3226075165541,78.2466685215836,78.4106322365854,78.668319816928,78.6131445217018,78.6757398443827,78.6904411635238,78.723701650305,78.4656184600143,78.3915536498671,78.3365805106504,78.4394658874037,78.5604817813611
Alleghany County (North Carolina),37005.0,76.0417548001196,76.0946000115892,76.0198764700176,76.1354241772345,76.5122679562568,76.4917594000835,76.6764908823286,77.0380339676671,77.0782178244767,77.5128970256326,77.5948719628618,78.034816931906,78.0813050211798,78.1681030116506,78.1737326626296,77.8566549811591,77.4610663449365,77.3415022695224,77.4645541529816,77.5256985499814
Alleghany County (Virginia),51005.0,74.8368627741639,74.8384596146844,74.7523493224641,74.7777089605008,75.0741258300538,74.9522559142231,75.0711256091284,75.2667423322139,75.2779273760315,75.7423149609999,76.0328089580864,76.1108229129743,76.2100914675262,76.016206315823,76.0266880089794,75.6589412850011,75.5155056131058,75.4245594617841,75.4058752740978,75.6171471728141
Allegheny County (Pennsylvania),42003.0,76.4308907710631,76.558657177413,76.5645076110328,76.694453622815,77.0895371397551,77.0206801391612,77.2974487558608,77.5739756606523,77.6426551319241,77.9848001774267,78.2337843512619,78.2823639588214,78.4201941780666,78.3850411159457,78.4134387629844,78.1700339816467,78.0306408920515,77.9334725495949,78.0358577919369,78.1610400814244
Allen County (Indiana),18003.0,77.1775943022448,77.3224650362801,77.3259629596647,77.4640061558199,77.8497278256853,77.874177864304,78.1321654264981,78.2666938122609,78.236227151078,78.4086518154857,78.4147037962238,78.1694396116654,78.1066249813074,77.835101378399,77.8198415600834,77.4666415264509,77.2878082640271,77.1184562486351,77.1607074409299,77.1861086597315
Allen County (Kansas),20001.0,75.7360328492655,75.7008049374105,75.5391492065068,75.5685387325662,75.8347750737866,75.6365443776972,75.8507373272928,75.8260947474814,75.9022815850289,76.036057155539,76.2059843750331,75.830154179135,75.7456016642854,75.882585041101,75.8550924270962,75.7542198500412,75.7661359504331,75.7961296328286,76.0445264619325,76.296442179502
Allen County (Kentucky),21003.0,74.6068810095983,74.6493694252535,74.5763190622241,74.6546069388689,74.8882692900276,74.7878681566109,74.9078871040168,75.0454650594424,75.0549035076288,75.3883081314359,75.4237752489499,75.4915139251152,75.5537560118933,75.4998953230172,75.422714362056,75.248534121476,75.0287976516555,74.843909575268,75.0887917568038,75.1924959216863
Allen County (Ohio),39003.0,76.2229665579981,76.3824782727877,76.4309384988111,76.6432650454543,77.0560934515471,77.0985920403848,77.4233808062349,77.5548881588182,77.4480976469381,77.5591000147169,77.7672735740071,77.7072583518969,77.6545822480619,77.5838785041637,77.45053154379,77.2847596199185,77.0212432572577,76.8813585091244,76.8747445794476,77.005363061584
Allen Parish (Louisiana),22003.0,75.372557665258,75.5648774837428,75.7251923102423,76.0219837487637,76.5523809957168,76.7481772211058,77.0712079579401,77.2341322849325,77.065176006716,76.9041121955144,76.8779350537401,76.5982088388787,76.3857262002751,76.1389555656428,75.9395524213431,75.8364261931276,75.4720943362912,75.2938619597064,75.3576300902955,75.3434937718889
Allendale County (South Carolina),45005.0,72.3217430675376,72.3095085115734,72.1295758729444,72.178530664792,72.5100435793047,72.3300549541662,72.2973466838506,72.7811035413461,72.764155263109,73.1430880897873,73.7031736883448,73.6881153494328,73.4829522741102,73.3747625750096,72.9950106065817,72.6163725240061,72.3761875690276,72.1783344964034,72.2075725649709,72.3275766016541
Alpena County (Michigan),26007.0,76.8151937747362,76.9147531668414,76.8943858918551,77.0447967090991,77.4438879120158,77.3785158195251,77.5923973075565,77.7443777007949,77.6555029831042,77.892968390848,78.044457172224,77.9316010719643,77.8955208937841,77.8400356119044,77.8257765710327,77.6755397480269,77.59976430675,77.4560466979785,77.6187307361867,77.7152362657867
Alpine County (California),6003.0,77.2587036811596,77.3360844761954,77.2911631098495,77.4154104943218,77.7797770815528,77.6586008227678,77.9756473147872,78.0994976131657,78.3372792958082,78.863465459033,78.9935449132904,79.1619253782366,79.0422582403089,78.7968439851636,79.1446091671374,78.3616935787678,78.7141694777777,78.482947059558,78.6184132405496,78.6485788538821
Amador County (California),6005.0,77.5176371086798,77.6330999718005,77.6796782532387,77.8522371391008,78.3049794251422,78.336383733465,78.525731744142,78.8315485199278,78.826144756758,79.2439881157334,79.3324881162446,79.4260821928239,79.6400674957988,79.7223050305829,79.8676286856863,79.7586244291029,79.6289913494107,79.561891234368,79.6700527007408,79.8862333173767
Amelia County (Virginia),51007.0,74.4824908839123,74.5762536565908,74.579355312381,74.7277238349841,75.1561265659567,75.1476847650581,75.3370475083716,75.6452204410421,75.9747033832616,76.4112698195044,76.7691611239333,76.7329999323544,76.9835600493829,76.8517941747912,76.6564879690672,76.3429579745748,76.2933185045779,76.0593718315848,76.1677818259969,76.1974677043046
Amherst County (Virginia),51009.0,75.6958154520263,75.8464440287257,75.8879785748075,76.0556033120621,76.5092800044877,76.5380719535495,76.8677464791096,77.1154261558628,76.9798065989968,77.3521509895756,77.5902900212358,77.7022828345482,77.810080432937,77.8265506304978,77.7685933601909,77.6552956910218,77.377695729222,77.3180234066433,77.4798842945118,77.6871794626152
Amite County (Mississippi),28005.0,74.5066851214718,74.5628723161656,74.4691959530613,74.5728190112926,74.9013433396672,74.6622008561083,74.8725310542447,75.1352744283,74.9680632154801,75.3626723569557,75.7788873545881,75.8516609262184,75.7671568560878,75.8130325040975,75.7077512466565,75.7728627733061,75.4534061613084,75.3910725487681,75.677615229504,75.9042389324328
Anchorage Municipality (Alaska),2020.0,77.2966327434237,77.4104964956548,77.4465770843183,77.582545061722,78.0205998659443,78.0548005790891,78.3326178392075,78.5734393221089,78.6535671419918,78.8560670224218,78.9245272689264,78.8017232861084,78.7324733774199,78.7538192744483,78.9022024656191,78.7971775250135,78.9414080782189,78.8427395859197,79.167117979683,79.3865194176634
Anderson County (Kansas),20003.0,77.2369116104353,77.3018038370658,77.2340260528858,77.3049357077281,77.6845057451569,77.5561399332186,77.7262825507059,77.8849181420698,77.8508224099385,77.9812139476934,78.3151817095765,78.3082504044435,78.0583821521914,77.7983447466189,78.1167897336932,77.8035021669576,77.5660830416391,77.3096567417183,77.4722239174003,77.4978766381638
Anderson County (Kentucky),21005.0,75.3408019825358,75.4957445766198,75.5339339170714,75.7105304349712,76.1191961113565,76.1457958250053,76.4904266831816,76.6747513233791,76.4213406081292,76.8130899769825,76.9820816476599,76.9030111218305,76.6689800272318,76.495332261507,76.440303927978,76.2433760498101,76.0626227493723,75.7682796961294,75.9637533515189,75.9485275148363
Anderson County (South Carolina),45007.0,74.5212876762487,74.5995257853612,74.5732896648502,74.7251467533305,75.0726753876376,74.9873983722181,75.2348530054956,75.43819808734,75.4926480484578,75.766993384114,75.9076209191843,76.0438942511374,76.0079023325299,75.9953127137381,75.9600442426083,75.7052550855852,75.5384231944984,75.451262500467,75.5747037351086,75.644706750867
Anderson County (Tennessee),47001.0,75.6901721909164,75.7344302084993,75.6701897133956,75.7650336832205,76.1006590340021,75.9245382684225,76.1855428719921,76.2432504886474,76.1915095850259,76.3275422485768,76.6174704462093,76.3392671073732,76.1776655444476,76.0301059698212,76.0714281646783,75.5479997821657,75.3608722046448,75.1769264200811,75.2364505197691,75.2045621219721
Anderson County (Texas),48001.0,72.401679036734,72.5393036984521,72.5184758716118,72.6980391703689,73.1184495627509,73.1795918758506,73.4576596535019,73.6502259037082,73.7757577933251,73.76713219621,73.8771852901853,73.7428499088984,73.808518399089,73.65328227173,73.7335783641149,73.5629041524832,73.3564179846563,73.2443341389649,73.4537338613506,73.5761494601039
Andrew County (Missouri),29003.0,77.4217002650375,77.5332775735203,77.5139721242167,77.6141820866998,77.9565610379315,77.8907481936778,78.1243940538495,78.3183716082422,78.3210958074292,78.5670987631348,78.7404187957615,78.8473594177734,78.8942198496664,78.8818916940751,79.0247475838129,78.9787130406793,78.7013763592718,78.8479037322724,78.9814105385543,79.2529198131928
Andrews County (Texas),48003.0,75.9333303683039,75.9319127418414,75.7584709045921,75.7372736437442,75.9685783065949,75.740616802138,75.8101604911093,75.9707165036776,76.1770401707613,76.7444619243053,76.8476227224601,76.7888052133753,76.7943009015044,76.5998095189566,76.5446398595218,76.2931021541479,76.0150723327192,75.9041651313103,76.3152550490129,76.1895054499465
Androscoggin County (Maine),23001.0,77.0005259939908,77.0258788071304,76.9406121502936,77.0440036565426,77.34432985249,77.2913818456793,77.3166926671237,77.6283830033145,77.6519945134451,77.9103323905754,78.0828321653989,78.0796925776846,78.1842984521673,78.0847267660443,77.9992142946361,77.7512536887563,77.4665049482895,77.220361186627,77.227413111427,77.3472862200155
Angelina County (Texas),48005.0,74.8019910250081,74.8762221461849,74.830702550572,74.9495370392259,75.3325499813264,75.3790539179551,75.5384319063951,75.5884108282561,75.5453700044461,75.9237716168798,76.0095207606278,75.915718894997,75.9343183923887,75.874776924489,75.9834732769494,75.9384780156227,75.7037706171543,75.6749353773363,75.9062016395098,76.1620984776092
Anne Arundel County (Maryland),24003.0,76.5983177520306,76.6547734012146,76.8277976842921,77.0038771288296,77.4252855496681,77.5118688012685,77.859960722633,78.1439296948302,78.2658549378476,78.7245925312654,79.0093164950179,79.0932585442734,79.2871642564569,79.2914942778127,79.3850662544384,79.2299434985345,79.2107443127343,79.1395334082719,79.285879052322,79.4341984729359
Anoka County (Minnesota),27003.0,78.7083576260044,79.0272070231932,79.2505053817246,79.5838467023867,80.164814352273,80.3043168725163,80.8180528839594,81.0228118753843,80.9841832922246,81.2595517897242,81.2994999971783,81.2061836445835,81.260322853314,81.2331771025642,81.2717903654807,81.1030914938124,81.17523874075,81.1392780136697,81.313111085142,81.4207453601592
Anson County (North Carolina),37007.0,73.8235768645025,73.8749572439839,73.7812252215799,73.8881093087409,74.2178422329562,74.1046368870374,74.4089207794169,74.5236902200638,74.5774162455847,74.8167384407526,75.0411827194612,75.0386766221365,75.0167278286329,74.7977110413217,74.6340840547813,74.3061128660673,74.0725353996096,74.0578504614242,73.9948848229106,74.0134624519933
Antelope County (Nebraska),31003.0,79.7576189815215,79.7854264190044,79.7088476098509,79.8624506271074,80.2468241338744,80.0449071393426,80.2030974941226,80.381794379326,80.3758426496666,80.5939262771255,80.8110611656652,80.8948968051204,81.0109626540678,80.914492716339,80.9824820703698,80.6330175244692,80.5511445738499,80.3612412078825,80.6233521875602,80.5876807931275
Antrim County (Michigan),26009.0,77.9017898297536,78.1010465684526,78.1529585437084,78.3761310240166,78.874219027138,78.9995792111814,79.194734866244,79.3934671707935,79.3516490598835,79.5978457255258,79.7851987592353,79.6328262306558,79.7367060541708,79.7569444956983,79.8597856877241,79.6758368956124,79.7306993454203,79.6766839744595,79.9994351847678,80.1864640593951
Apache County (Arizona),4001.0,73.3662242991355,73.2777523945106,73.0684737315162,73.0722259964688,73.3320988010891,72.8741817109281,72.9944716911857,73.2035700407194,73.3744490677085,73.5740741161196,73.9084540856657,73.7914059543064,73.8561214396708,73.5831561418625,73.5730101249103,72.9181363379107,72.5861795747435,72.2408515337713,72.3010290005178,72.3284548272921
Appanoose County (Iowa),19007.0,77.0007935008381,76.9949107818771,76.8502440652714,76.8883186388671,77.1955698360317,76.9676509905693,77.1109270673895,77.2142605478507,77.1603230534445,77.3011160937621,77.6253348944381,77.6572811189991,77.6446453395507,77.3562991460817,77.4372219003488,77.146504895349,76.7750656952685,76.6869177760963,76.8050731034277,76.6607425800552
Appling County (Georgia),13001.0,72.7363460132709,72.7936945677783,72.720061700113,72.8231093027953,73.1435077255697,73.0260728131705,73.2783139374506,73.410214339624,73.5431117507723,74.0028431153414,74.6479172687847,74.8310067841864,74.9779197790545,74.9345343621424,74.7913877143402,74.5688532832988,74.1433448346722,74.0084605365612,74.1097615751301,74.1299840083705
